seed,test_acc,hours,avg_watts,energy_Wh,avg_mem_GB,peak_mem_GB,avg_gpu_util_pct,avg_mem_util_pct
1,0.9012,0.8083904536111125,150.68331420670583,121.81095272318471,2.6614016148197663,3.0281829833984375,99.94573107500864,39.88212927756654
