seed,test_acc,hours,avg_watts,energy_Wh,avg_mem_GB,peak_mem_GB,avg_gpu_util_pct,avg_mem_util_pct
1,0.9008,0.8145601022222156,151.0817706296106,123.06518252796894,2.596615764979822,3.0819358825683594,99.94750386001029,40.06004460456339
